meta_title;meta_min_months;meta_max_months;meta_description;week;week_title;week_description;gamification_welcome_title;gamification_welcome_message;gamification_badge_name;gamification_badge_description;gamification_progress_message;gamification_weekly_challenge_title;gamification_weekly_challenge_description;gamification_tips;gamification_closing_message_title;gamification_closing_message_message;gamification_registro_afetivo_question;gamification_registro_afetivo_options;gamification_personalized_message_title;gamification_personalized_message_message;domain_name;domain_question;domain_importance;domain_feedback_1;domain_feedback_2;domain_feedback_3;domain_activities;domain_alert_missing
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;cognitive;Seu bebê demonstra memória, lembrando onde estão brinquedos ou reagindo a rotinas conhecidas?;Ter memória mostra desenvolvimento cognitivo fantástico! Ele está aprendendo sobre o mundo ao redor.;🎉 Que memória incrível! Ele está criando um mapa mental do mundo dele. Isso é muito inteligente!;💡 Continue mantendo rotinas consistentes para ajudar a desenvolver mais a memória.;💡 Continue repetindo atividades e criando padrões que ajudem ele a memorizar.;Mantenha brinquedos em lugares específicos para ele lembrar|Continue com rotinas regulares de alimentação e sono|Observe como ele antecipa atividades conhecidas;Se o bebê não demonstra memória para nada ou parece sempre confuso, converse com o pediatra.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;sensory;Seu bebê coordena bem visão e movimento das mãos para pegar objetos com precisão?;Coordenar olhos e mãos é uma habilidade complexa! Mostra que o cérebro está integrando sentidos.;🎉 Perfeita coordenação! Ele está integrando visão e movimento como um verdadeiro expert!;💡 Continue oferecendo objetos de tamanhos variados para ele praticar a coordenação.;💡 Continue estimulando com brinquedos que exijam coordenação mão-olho.;Ofereça objetos pequenos e seguros para ele pegar com precisão|Brinque com brinquedos de encaixe simples|Deixe ele tentar pegar alimentos pequenos e macios;Se o bebê não consegue coordenar visão e movimento ou não consegue pegar objetos, converse com o pediatra.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;communication;Seu bebê balbucia de forma mais complexa, misturando diferentes sons e 'conversando'?;Balbucio complexo é preparação para falar! Ele está dominando os sons da nossa língua.;🎉 Que orador em formação! Ele está realmente se preparando para falar. Que evolução linda!;💡 Continue 'conversando' com ele e introduzindo palavras simples.;💡 Continue estimulando a comunicação com muita conversa e música.;Mantenha 'conversas' respondendo aos balbucios dele|Leia livros e aponte figuras falando sobre elas|Cante músicas com palavras repetitivas;Se o bebê não balbucia ou parou de fazer sons, converse com o pediatra.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;social_emotional;Seu bebê expressa emoções claramente e busca conforto com você quando necessário?;Expressar emoções e buscar conforto mostra vínculo seguro! Ele confia em você completamente.;🎉 Que vínculo lindo vocês têm! Ele se expressa e confia em você para conforto. Isso é amor puro!;💡 Continue sendo uma base segura para ele expressar todas as emoções.;💡 Continue acolhendo todas as emoções dele com carinho e paciência.;Nomeie as emoções dele: 'Você está feliz!' ou 'Ficou assustado'|Ofereça conforto quando ele buscar|Celebre momentos de alegria juntos;Se o bebê não expressa emoções ou não busca conforto com ninguém, converse com o pediatra.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;nutrition;Seu bebê está conseguindo comer uma variedade de alimentos e demonstra autonomia na alimentação?;Variedade na alimentação e autonomia mostram desenvolvimento nutricional excelente!;🎉 Que pequeno gastronômico! Ele está explorando sabores e aprendendo a se alimentar sozinho!;💡 Continue oferecendo variedades sempre seguindo orientação do pediatra.;💡 Continue estimulando a autonomia na alimentação, mesmo que faça bagunça.;Ofereça pedaços pequenos que ele possa pegar sozinho|Deixe ele explorar texturas e sabores diferentes|Continue com leite materno ou fórmula como base;Se o bebê recusa muitos alimentos ou tem dificuldades para engolir, procure orientação.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;baby_health;Seu bebê demonstra crescimento consistente e vitalidade para todas as atividades?;Crescimento consistente e energia mostram que ele está saudável e se desenvolvendo perfeitamente!;🎉 Perfeito! Ele está crescendo forte e saudável. Você está cuidando maravilhosamente bem!;💡 Continue mantendo consultas médicas regulares para acompanhar o crescimento.;💡 Continue oferecendo alimentação adequada e estímulos para desenvolvimento.;Mantenha calendário de vacinas e consultas em dia|Continue estimulando atividades físicas e brincadeiras|Ofereça alimentação variada e nutritiva;Se o bebê não está crescendo adequadamente ou parece sem energia, procure o pediatra.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;maternal_self_care;Você consegue ver e celebrar seu próprio crescimento nesses 7 meses de maternidade?;Reconhecer seu crescimento é fundamental! Você evoluiu tanto quanto seu bebê nesses meses.;🎉 Que autoconhecimento lindo! Você realmente cresceu muito como mãe e como pessoa nesses 7 meses!;💡 Continue refletindo sobre sua jornada e celebrando suas conquistas.;💡 Às vezes é difícil ver o próprio crescimento. Você tem feito um trabalho incrível!;Escreva sobre como você era há 7 meses e como está agora|Celebre momentos em que se sentiu confiante|Compartilhe suas conquistas com pessoas queridas;Se você só consegue ver aspectos negativos da sua jornada, procure apoio emocional.
6-7 meses;6;7;Aventureiro em Movimento - Rumo à Independência! 🚀👶;28;Semana 28 - Completando 7 Meses! 🎂🎉;Fim do sétimo mês: celebrando a mobilidade e todas as conquistas incríveis!;7 Meses de Pura Aventura! 🌟🚀;Seu bebê completou 7 meses! Que jornada incrível de descobertas, movimentos e crescimento! Olhe só o pequeno aventureiro que ele se tornou!;Aventureiro dos 7 Meses;7 meses de conquistas e descobertas!;28 semanas de crescimento espetacular!;Desafio da Semana: Álbum de Mobilidade 📱;Filme ou fotografe todas as formas que seu bebê já consegue se mover!;💡 Celebre cada forma de movimento que ele já domina|💡 Crie um espaço ainda mais seguro para suas aventuras|💡 Registre esse momento especial para guardar na memória;Que Orgulho! 🏆💕;7 meses de dedicação, amor e crescimento! Vocês são uma dupla incrível e cada dia fica melhor!;O que mais te orgulha nesses 7 meses de jornada?;;Uma Dupla Especial! 👶❤️👩;7 meses de aprendizado mútuo. Vocês cresceram juntos e se tornaram uma equipe incrível!;maternal_health;Você se sente realizada e orgulhosa da mãe que se tornou?;Sentir-se realizada como mãe é o resultado natural de todo amor e dedicação que você ofereceu!;🎉 Que orgulho merecido! Você se tornou uma mãe incrível e isso é fruto de todo seu amor e dedicação!;💡 Continue confiando em si mesma. Você é uma mãe maravilhosa!;💡 Ser mãe é um aprendizado constante. Você está indo muito bem nessa jornada!;Liste qualidades suas que ajudam você a ser uma boa mãe|Lembre-se de momentos especiais entre vocês|Aceite elogios sobre sua maternidade;Se você não consegue sentir orgulho ou realização na maternidade, procure apoio profissional.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;motor;Seu bebê consegue sentar sozinho sem cair para os lados?;Sentar sozinho é um grande passo! Mostra que os músculos das costas estão ficando fortes.;🎉 Que alegria! Seu bebê já consegue sentar sozinho! Isso é muito bom para o desenvolvimento dele.;💡 Alguns bebês ainda precisam de ajuda para sentar. Continue colocando almofadas ao redor dele.;💡 Não se preocupe! Cada bebê tem seu tempo. Continue ajudando ele a sentar com apoio.;Coloque seu bebê sentado com almofadas ao redor para dar segurança|Brinque com ele enquanto está sentado, mostrando brinquedos coloridos|Cante músicas enquanto ele está sentado, batendo palminhas;Se o bebê não consegue sentar nem com apoio, converse com o pediatra.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;cognitive;Seu bebê pega um brinquedo e passa de uma mão para outra?;Passar o brinquedo de uma mão para outra ajuda o cérebro a trabalhar melhor!;👏 Maravilhoso! Seu bebê está aprendendo a usar as duas mãos juntas!;💡 Continue oferecendo brinquedos pequenos para ele treinar com as mãozinhas.;💡 Ofereça brinquedos fáceis de segurar e deixe ele explorar com calma.;Ofereça brinquedos pequenos e seguros para ele pegar|Coloque um brinquedo na mão dele e veja se passa para a outra|Brinque de dar e pegar objetos com ele;Se o bebê não consegue segurar nada nas mãos, fale com o pediatra.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;sensory;Seu bebê olha quando você chama o nome dele?;Olhar quando é chamado mostra que ele está ouvindo bem e aprendendo seu nome!;😍 Que lindo! Seu bebê já reconhece quando você chama ele pelo nome!;💡 Continue chamando ele pelo nome durante as brincadeiras e cuidados.;💡 Chame o nome dele bem de pertinho e com carinho para chamar a atenção.;Chame o nome do bebê várias vezes ao dia com carinho|Quando ele olhar, sorria e faça festa para ele|Use o nome dele durante os cuidados: 'Vamos trocar a fralda do João';Se o bebê nunca olha quando chamado, converse com o pediatra sobre a audição.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;communication;Seu bebê faz sons como 'mamã', 'babá' ou 'papá'?;Esses sons são as primeiras tentativas de falar! É muito importante para a comunicação.;🗣️ Que emocionante! Seu bebê está começando a 'falar'! Continue conversando com ele!;💡 Continue conversando bastante com ele. Logo ele vai fazer mais sons!;💡 Fale muito com seu bebê e repita os sons que ele faz. Isso ajuda muito!;Repita os sons que ele faz: se ele fala 'babá', você fala 'babá' também|Converse com ele durante todo o dia, contando o que está fazendo|Leia historinhas simples com vozes diferentes e engraçadas;Se o bebê não faz nenhum som ou parou de fazer, converse com o pediatra.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;social_emotional;Seu bebê sorri e fica alegre quando brinca com você?;Brincar e sorrir junto mostra que vocês têm um vínculo forte e carinhoso!;❤️ Que alegria! Vocês têm uma conexão linda! Isso é muito importante para ele!;💡 Continue brincando e fazendo carinho. O bebê adora quando você sorri para ele!;💡 Tente brincadeiras simples como 'cadê-achou' ou cócegas leves.;Brinque de 'cadê-achou' cobrindo o rosto com as mãos|Faça caretas engraçadas para ele rir|Cante música e dance com ele no colo;Se o bebê não sorri nem interage, é importante conversar com o pediatra.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;nutrition;Seu bebê já está comendo papinhas além do leite materno?;Aos 7 meses, o bebê precisa de outros alimentos além do leite para crescer forte!;🍎 Perfeito! Seu bebê está experimentando novos sabores e crescendo bem!;💡 Continue oferecendo papinhas amassadas com legumes, carnes e frutas.;💡 Se ainda não começou, converse com o pediatra sobre como iniciar as papinhas.;Ofereça papinhas com arroz, feijão, carne e legumes amassados|Deixe ele tentar pegar a comida com as mãos|Ofereça frutas amassadas como banana e mamão;Se o bebê recusa toda comida sólida, fale com o pediatra ou nutricionista.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;baby_health;Seu bebê está dormindo bem durante a noite?;O sono é muito importante para o crescimento e desenvolvimento do cérebro!;😴 Ótimo! Um bebê que dorme bem cresce mais forte e saudável!;💡 Tente criar uma rotina de sono: banho, mamada e ninar no mesmo horário.;💡 É normal alguns bebês acordarem durante a noite. Tenha paciência!;Crie uma rotina: banho morno, música suave e ambiente escuro|Coloque o bebê no berço ainda acordado para aprender a adormecer sozinho|Mantenha o quarto numa temperatura agradável;Se o bebê não dorme nada durante a noite, converse com o pediatra.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;maternal_self_care;Você está conseguindo descansar um pouco durante o dia?;Cuidar de você é importante para cuidar bem do seu bebê! Você merece descanso!;😌 Que bom! Descansar faz você ser uma mãe/cuidador ainda melhor!;💡 Tente descansar quando o bebê dorme, mesmo que seja poucos minutos.;💡 Peça ajuda para familiares quando precisar. Você não precisa fazer tudo sozinha!;Quando o bebê dormir, tente descansar também, mesmo que seja 15 minutos|Peça ajuda para alguém cuidar do bebê enquanto você toma um banho relaxante|Faça algo que você gosta: ouvir música, conversar com uma amiga;Se você se sente muito cansada sempre, converse com um médico.
7-8 meses;7;8;Exploradores e Descobridores - Movendo-se pelo Mundo! 🌟;29;Semana 29 - Pequeno Explorador! 🚀;Primeira semana do sétimo mês: movimentos e exploração do ambiente;Bem-vindo ao mundo dos exploradores! 🌟;Seu bebê agora é um verdadeiro descobridor! Esta semana vamos ver como ele está se movendo e conhecendo o mundo ao redor.;Explorador Curioso 🔍;Parabéns! Você está acompanhando o desenvolvimento do seu pequeno explorador!;;Desafio da Semana;Coloque brinquedos coloridos em diferentes lugares do chão e observe como seu bebê tenta alcançá-los. É a hora de descobrir o mundo!;Deixe o bebê no chão em um local seguro para se movimentar|Ofereça brinquedos com texturas diferentes|Converse sempre com ele enquanto brinca;Você está indo muito bem! 💪;Continue observando e brincando com seu bebê. Cada dia é uma nova descoberta para vocês dois!;Qual foi o momento mais especial que você viveu com seu bebê essa semana?;;Mensagem Especial para Você 💝;Seu bebê está crescendo e aprendendo muito! Você é a pessoa mais importante na vida dele. Continue sendo carinhoso e paciente.;maternal_health;Você está se sentindo bem fisicamente e emocionalmente?;Sua saúde física e emocional é muito importante para você e para seu bebê!;💪 Que alegria saber que você está bem! Isso é fundamental para toda a família!;💡 Se tiver algum desconforto, não deixe de conversar com seu médico.;💡 É normal se sentir cansada às vezes. Converse com pessoas queridas sobre como se sente.;Faça caminhadas leves com o bebê no carrinho quando possível|Converse com outras mães sobre suas experiências|Mantenha uma alimentação saudável com frutas e verduras;Se você se sente muito triste, ansiosa ou com dores, procure ajuda médica.
